submission_id,RT,age,comments,condition,correctness,education,endTime,expected,experiment_id,gender,item,key_pressed,languages,number_of_items,picture,startDate,startTime,timeSpent,trial_number,trial_type
2686,2971,25,,shape,correct,right,1629383070313,no target,256,female,85,s,"Low German, German",30,images/main/feature/30/no_target/F_C_30_NT_5.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,24,main
2686,1001,25,,color,correct,right,1629383070313,target,256,female,57,l,"Low German, German",15,images/main/feature/15/target/F_C_15_T_1_Tblue.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,25,main
2686,1485,25,,shape,correct,right,1629383070313,target,256,female,63,l,"Low German, German",15,images/main/feature/15/target/F_C_15_T_7_Sgreen.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,26,main
2686,1218,25,,color,correct,right,1629383070313,no target,256,female,50,s,"Low German, German",5,images/main/feature/5/no_target/F_C_5_NT_2.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,27,main
2686,1141,25,,color,correct,right,1629383070313,target,256,female,58,l,"Low German, German",15,images/main/feature/15/target/F_C_15_T_2_Tblue.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,28,main
2686,1210,25,,shape,correct,right,1629383070313,target,256,female,59,l,"Low German, German",15,images/main/feature/15/target/F_C_15_T_3_Sbrown.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,29,main
2686,1945,25,,color,correct,right,1629383070313,no target,256,female,49,s,"Low German, German",5,images/main/feature/5/no_target/F_C_5_NT_1.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,30,main
2686,1451,25,,color,correct,right,1629383070313,no target,256,female,34,s,"Low German, German",1,images/main/feature/1/no_target/F_C_1_NT_2.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,31,main
2686,2087,25,,shape,correct,right,1629383070313,no target,256,female,72,s,"Low German, German",15,images/main/feature/15/no_target/F_C_15_NT_8.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,32,main
2686,1116,25,,shape,correct,right,1629383070313,no target,256,female,39,s,"Low German, German",1,images/main/feature/1/no_target/F_C_1_NT_7.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,33,main
2686,962,25,,shape,correct,right,1629383070313,no target,256,female,38,s,"Low German, German",1,images/main/feature/1/no_target/F_C_1_NT_6.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,34,main
2686,1456,25,,shape,correct,right,1629383070313,target,256,female,79,l,"Low German, German",30,images/main/feature/30/target/F_C_30_T_7_Sgreen.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,35,main
2686,1354,25,,color,correct,right,1629383070313,target,256,female,78,l,"Low German, German",30,images/main/feature/30/target/F_C_30_T_6_Xblue.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,36,main
2686,1875,25,,color,correct,right,1629383070313,no target,256,female,68,s,"Low German, German",15,images/main/feature/15/no_target/F_C_15_NT_4.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,37,main
2686,1266,25,,color,correct,right,1629383070313,target,256,female,26,l,"Low German, German",1,images/main/feature/1/target/F_C_1_T_2_Tblue.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,38,main
2686,1052,25,,color,correct,right,1629383070313,target,256,female,62,l,"Low German, German",15,images/main/feature/15/target/F_C_15_T_6_Xblue.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,39,main
2686,899,25,,shape,correct,right,1629383070313,target,256,female,27,l,"Low German, German",1,images/main/feature/1/target/F_C_1_T_3_Sbrown.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,40,main
2686,922,25,,color,correct,right,1629383070313,target,256,female,25,l,"Low German, German",1,images/main/feature/1/target/F_C_1_T_1_Tblue.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,41,main
2686,1271,25,,color,correct,right,1629383070313,target,256,female,42,l,"Low German, German",5,images/main/feature/5/target/F_C_5_T_2_Tblue.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,42,main
2686,2403,25,,shape,correct,right,1629383070313,no target,256,female,88,s,"Low German, German",30,images/main/feature/30/no_target/F_C_30_NT_8.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,43,main
2686,1560,25,,shape,correct,right,1629383070313,target,256,female,31,l,"Low German, German",1,images/main/feature/1/target/F_C_1_T_7_Sgreen.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,44,main
2686,1205,25,,color,correct,right,1629383070313,target,256,female,45,l,"Low German, German",5,images/main/feature/5/target/F_C_5_T_5_Xblue.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,45,main
2686,2621,25,,shape,correct,right,1629383070313,no target,256,female,86,s,"Low German, German",30,images/main/feature/30/no_target/F_C_30_NT_6.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,46,main
2686,1359,25,,shape,correct,right,1629383070313,target,256,female,80,l,"Low German, German",30,images/main/feature/30/target/F_C_30_T_8_Sgreen.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,47,main
2686,1501,25,,color,correct,right,1629383070313,no target,256,female,36,s,"Low German, German",1,images/main/feature/1/no_target/F_C_1_NT_4.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,48,main
2686,1181,25,,color,correct,right,1629383070313,target,256,female,73,l,"Low German, German",30,images/main/feature/30/target/F_C_30_T_1_Tblue.jpg,Thu Aug 19 2021 15:48:54 GMT+0200 (Mitteleuropäische Sommerzeit),1629380934780,35.592216666666666,49,main
