submission_id,RT,age,comments,condition,correctness,education,endTime,expected,experiment_id,gender,item,key_pressed,languages,number_of_items,picture,startDate,startTime,timeSpent,trial_number,trial_type
2646,2292,26,What a delight!,shape,correct,right,1629220874685,no target,256,male,69,s,German,15,images/main/feature/15/no_target/F_C_15_NT_5.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,56,main
2646,1296,26,What a delight!,shape,correct,right,1629220874685,no target,256,male,70,s,German,15,images/main/feature/15/no_target/F_C_15_NT_6.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,57,main
2646,1336,26,What a delight!,shape,correct,right,1629220874685,no target,256,male,53,s,German,5,images/main/feature/5/no_target/F_C_5_NT_5.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,58,main
2646,1079,26,What a delight!,color,correct,right,1629220874685,target,256,male,73,l,German,30,images/main/feature/30/target/F_C_30_T_1_Tblue.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,59,main
2646,1168,26,What a delight!,shape,correct,right,1629220874685,target,256,male,60,l,German,15,images/main/feature/15/target/F_C_15_T_4_Sbrown.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,60,main
2646,1236,26,What a delight!,color,correct,right,1629220874685,no target,256,male,50,s,German,5,images/main/feature/5/no_target/F_C_5_NT_2.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,61,main
2646,1633,26,What a delight!,shape,correct,right,1629220874685,target,256,male,75,l,German,30,images/main/feature/30/target/F_C_30_T_3_Sbrown.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,62,main
2646,1905,26,What a delight!,color,correct,right,1629220874685,no target,256,male,49,s,German,5,images/main/feature/5/no_target/F_C_5_NT_1.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,63,main
2646,982,26,What a delight!,shape,correct,right,1629220874685,target,256,male,63,l,German,15,images/main/feature/15/target/F_C_15_T_7_Sgreen.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,64,main
2646,1142,26,What a delight!,shape,correct,right,1629220874685,target,256,male,60,l,German,15,images/main/feature/15/target/F_C_15_T_4_Sbrown.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,1,main
2646,1038,26,What a delight!,color,correct,right,1629220874685,target,256,male,41,l,German,5,images/main/feature/5/target/F_C_5_T_1_Tblue.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,2,main
2646,2423,26,What a delight!,color,correct,right,1629220874685,no target,256,male,66,s,German,15,images/main/feature/15/no_target/F_C_15_NT_2.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,3,main
2646,735,26,What a delight!,shape,correct,right,1629220874685,target,256,male,32,l,German,1,images/main/feature/1/target/F_C_1_T_8_Sgreen.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,4,main
2646,877,26,What a delight!,shape,correct,right,1629220874685,target,256,male,64,l,German,15,images/main/feature/15/target/F_C_15_T_8_Sgreen.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,5,main
2646,2226,26,What a delight!,color,correct,right,1629220874685,no target,256,male,33,s,German,1,images/main/feature/1/no_target/F_C_1_NT_1.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,6,main
2646,1929,26,What a delight!,shape,correct,right,1629220874685,target,256,male,63,l,German,15,images/main/feature/15/target/F_C_15_T_7_Sgreen.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,7,main
2646,913,26,What a delight!,color,correct,right,1629220874685,target,256,male,25,l,German,1,images/main/feature/1/target/F_C_1_T_1_Tblue.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,8,main
2646,696,26,What a delight!,color,correct,right,1629220874685,target,256,male,45,l,German,5,images/main/feature/5/target/F_C_5_T_5_Xblue.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,9,main
2646,1616,26,What a delight!,shape,correct,right,1629220874685,no target,256,male,86,s,German,30,images/main/feature/30/no_target/F_C_30_NT_6.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,10,main
2646,1222,26,What a delight!,shape,incorrect,right,1629220874685,target,256,male,48,s,German,5,images/main/feature/5/target/F_C_5_T_8_Sgreen.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,11,main
2646,720,26,What a delight!,color,correct,right,1629220874685,no target,256,male,34,s,German,1,images/main/feature/1/no_target/F_C_1_NT_2.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,12,main
2646,658,26,What a delight!,shape,correct,right,1629220874685,target,256,male,27,l,German,1,images/main/feature/1/target/F_C_1_T_3_Sbrown.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,13,main
2646,869,26,What a delight!,shape,correct,right,1629220874685,no target,256,male,38,s,German,1,images/main/feature/1/no_target/F_C_1_NT_6.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,14,main
2646,1256,26,What a delight!,color,correct,right,1629220874685,no target,256,male,81,s,German,30,images/main/feature/30/no_target/F_C_30_NT_1.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,15,main
2646,1893,26,What a delight!,shape,correct,right,1629220874685,no target,256,male,87,s,German,30,images/main/feature/30/no_target/F_C_30_NT_7.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,16,main
2646,1294,26,What a delight!,color,correct,right,1629220874685,no target,256,male,82,s,German,30,images/main/feature/30/no_target/F_C_30_NT_2.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,17,main
2646,847,26,What a delight!,color,correct,right,1629220874685,target,256,male,58,l,German,15,images/main/feature/15/target/F_C_15_T_2_Tblue.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,18,main
2646,1149,26,What a delight!,shape,correct,right,1629220874685,no target,256,male,85,s,German,30,images/main/feature/30/no_target/F_C_30_NT_5.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,19,main
2646,2354,26,What a delight!,color,correct,right,1629220874685,no target,256,male,84,s,German,30,images/main/feature/30/no_target/F_C_30_NT_4.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,20,main
2646,1824,26,What a delight!,shape,correct,right,1629220874685,no target,256,male,39,s,German,1,images/main/feature/1/no_target/F_C_1_NT_7.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,21,main
2646,775,26,What a delight!,shape,correct,right,1629220874685,no target,256,male,53,s,German,5,images/main/feature/5/no_target/F_C_5_NT_5.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,22,main
2646,943,26,What a delight!,color,correct,right,1629220874685,no target,256,male,52,s,German,5,images/main/feature/5/no_target/F_C_5_NT_4.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,23,main
2646,478,26,What a delight!,color,correct,right,1629220874685,target,256,male,73,l,German,30,images/main/feature/30/target/F_C_30_T_1_Tblue.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,24,main
2646,769,26,What a delight!,color,correct,right,1629220874685,target,256,male,74,l,German,30,images/main/feature/30/target/F_C_30_T_2_Tblue.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,25,main
2646,790,26,What a delight!,color,correct,right,1629220874685,target,256,male,30,l,German,1,images/main/feature/1/target/F_C_1_T_6_XBlue.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,26,main
2646,1117,26,What a delight!,color,correct,right,1629220874685,target,256,male,42,l,German,5,images/main/feature/5/target/F_C_5_T_2_Tblue.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,27,main
2646,1266,26,What a delight!,shape,correct,right,1629220874685,no target,256,male,37,s,German,1,images/main/feature/1/no_target/F_C_1_NT_5.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,28,main
2646,721,26,What a delight!,shape,correct,right,1629220874685,target,256,male,31,l,German,1,images/main/feature/1/target/F_C_1_T_7_Sgreen.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,29,main
2646,729,26,What a delight!,color,correct,right,1629220874685,target,256,male,61,l,German,15,images/main/feature/15/target/F_C_15_T_5_Xblue.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,30,main
2646,1077,26,What a delight!,shape,correct,right,1629220874685,no target,256,male,69,s,German,15,images/main/feature/15/no_target/F_C_15_NT_5.jpg,Tue Aug 17 2021 17:37:53 GMT+0100 (British Summer Time),1629218273498,43.353116666666665,31,main
